OBJECTID,GEOID,STATE,COUNTY,TRACT,NAME,CNTY_FIPS,EACODE,EANAME,B08013EST1,B08013_AVG_TTW,B08303EST1,B08303_30MINUS_TTW,B08303_30MINUS_TTW_PCT,B08303_30TO59_TTW,B08303_30TO59_TTW_PCT,B08303_60PLUS_TTW,B08303_60PLUS_TTW_PCT,B17019EST2,B17019_OWN,B17019_OWN_PCT,B17019_RENT,B17019_RENT_PCT,B17021EST1,B17021EST2,B17021EST2_PCT,B17021_FAM,B17021_FAM_PCT,B17021EST14,B17021EST14_PCT,B19013EST1,B19025EST1,B19113EST1,B19202EST1,B19001_LT15,B19001_LT15_PCT,B19001_15TO25,B19001_15TO25_PCT,B19001_25TO35,B19001_25TO35_PCT,B19001_35TO45,B19001_35TO45_PCT,B19001_45TO60,B19001_45TO60_PCT,B19001EST12,B19001EST12_PCT,B19001EST13,B19001EST13_PCT,B19001EST14,B19001EST14_PCT,B19001EST15,B19001EST15_PCT,B19001_GT150,B19001_GT150_PCT,B23001_CLF,B23001_UE,B23001_UE_PCT,B23001_16TO24,B23001_UE_16TO24,B23001_UE_16TO24_PCT,B23001_25TO64,B23001_UE_25TO64,B23001_UE_25TO64_PCT,B23001_ABOVE64,B23001_UE_ABOVE64,B23001_UE_ABOVE64_PCT,B25014_CROWD,B25014_CROWD_PCT,B25014_NONCROWD_O,B25014_NONCROWD_O_PCT,B25014_MODCROWD_O,B25014_MODCROWD_O_PCT,B25014_SEVCROWD_O,B25014_SEVCROWD_O_PCT,B25014_NONCROWD_R,B25014_NONCROWD_R_PCT,B25014_MODCROWD_R,B25014_MODCROWD_R_PCT,B25014_SEVCROWD_R,B25014_SEVCROWD_R_PCT,B25106_CB,B25106_CB_PCT,B25106_CB_LT35,B25106_CB_LT35_PCT,B25106_CB_GT35,B25106_CB_GT35_PCT,B25106_CB_O_LT35,B25106_CB_O_LT35_PCT,B25106_CB_O_GT35,B25106_CB_O_GT35_PCT,B25106_CB_R_LT35,B25106_CB_R_LT35_PCT,B25106_CB_R_GT35,B25106_CB_R_GT35_PCT,C24010EST1,C24010_MPRO,C24010_MPRO_PCT,C24010_SERVICE,C24010_SERVICE_PCT,C24010_SALES,C24010_SALES_PCT,C24010_FARM,C24010_FARM_PCT,C24010_CEMR,C24010_CEMR_PCT,C24010_PTM,C24010_PTM_PCT,B20004EST1,B20004EST2,B20004EST3,B20004EST4,B20004EST5,B20004EST6,B23006EST1,CIVIL,UNEMP,NILF,B23006EST6,B23006EST6_PCT,B23006EST7,B23006EST7_PCT,B23006EST8,B23006EST8_PCT,B23006EST13,B23006EST13_PCT,B23006EST14,B23006EST14_PCT,B23006EST15,B23006EST15_PCT,B23006EST20,B23006EST20_PCT,B23006EST21,B23006EST21_PCT,B23006EST22,B23006EST22_PCT,B23006EST27,B23006EST27_PCT,B23006EST28,B23006EST28_PCT,B23006EST29,B23006EST29_PCT,B24021EST2,B24021EST17,B24021EST25,B24021EST28,B24021EST29,B24021EST32,Shape__Area,Shape__Length
14633,48439110103,48,439,110103,Census Tract 1101.03,48439,,,43510.0,21.63,2012,1340,66.6,651,32.36,21,1.04,116,72,62.07,44,37.93,4462,412,9.23,360,87.38,52,12.62,48142.0,89209800.0,51509.0,29992.0,124,7.52,126,7.65,288,17.48,242,14.68,315,19.11,195,11.83,237,14.38,77,4.67,0,0.0,44,2.67,2533,190,7.5,215,3,0.88,2505,187,8.81,339,0,0.0,68,4.13,542,98.91,0,0.0,6,1.09,1038,94.36,16,1.45,46,4.18,646,39.2,456,86.69,190,17.12,93,57.06,0,0.0,363,100.0,190,25.78,2343,289,12.33,108,4.61,617,26.33,59,2.52,78,3.33,295,12.59,27265.0,23125.0,25298.0,36596.0,28906.0,40221.0,2505,1936,187,382,190,9.81,0,0.0,63,16.49,897,46.33,124,66.31,230,60.21,545,28.15,43,22.99,89,23.3,304,15.7,20,10.7,0,0.0,36433.0,,,53365.0,,,2522548.0078125,7162.35322590035
14634,48439113637,48,439,113637,Census Tract 1136.37,48439,,,52395.0,22.81,2297,1454,63.3,843,36.7,0,0.0,8,0,0.0,8,100.0,4248,143,3.37,54,37.76,89,62.24,51267.0,155871900.0,70856.0,36172.0,96,4.18,216,9.4,340,14.79,341,14.83,280,12.18,485,21.1,203,8.83,123,5.35,23,1.0,192,8.35,2918,53,1.82,147,0,0.0,2654,53,2.11,519,0,0.0,105,4.57,663,100.0,0,0.0,0,0.0,1531,93.58,73,4.46,32,1.96,870,37.84,617,94.63,253,15.36,87,90.63,152,26.81,530,95.32,101,9.35,2865,798,27.85,81,2.83,935,32.64,98,3.42,93,3.25,152,5.31,40143.0,,31220.0,38589.0,51176.0,40971.0,2654,2460,53,141,112,4.55,0,0.0,29,20.57,270,10.98,25,47.17,16,11.35,807,32.8,19,35.85,84,59.57,1271,51.67,9,16.98,12,8.51,57889.0,,,39834.0,41750.0,45057.0,2001147.66015625,6207.26310918951
14635,48439113635,48,439,113635,Census Tract 1136.35,48439,,,50040.0,23.44,2135,1473,68.99,578,27.07,84,3.93,111,26,23.42,85,76.58,4227,648,15.33,631,97.38,17,2.62,69340.0,136019700.0,79265.0,51321.0,89,5.89,123,8.15,42,2.78,256,16.95,122,8.08,143,9.47,232,15.36,195,12.91,51,3.38,257,17.02,2383,163,6.84,265,96,26.89,2082,67,3.49,497,0,0.0,144,9.54,752,90.82,76,9.18,0,0.0,614,90.03,68,9.97,0,0.0,345,22.85,214,92.24,131,11.05,69,79.31,34,4.59,145,100.0,97,21.85,2220,633,28.51,393,17.7,419,18.87,34,1.53,70,3.15,72,3.24,40165.0,,33536.0,36203.0,59368.0,67132.0,2082,1854,67,161,329,17.75,17,25.37,0,0.0,305,16.45,20,29.85,0,0.0,478,25.78,30,44.78,127,78.88,742,40.02,0,0.0,34,21.12,72647.0,,42976.0,36521.0,,,1685572.6875,5226.31248346653
14644,48439113950,48,439,113950,Census Tract 1139.50,48439,,,117425.0,33.49,3506,1280,36.51,1615,46.06,611,17.43,0,0,0.0,0,0.0,6922,94,1.36,0,0.0,94,100.0,142658.0,453623500.0,143159.0,110651.0,38,1.43,0,0.0,68,2.57,121,4.56,161,6.07,118,4.45,229,8.64,419,15.81,461,17.39,1036,39.08,4482,485,10.82,417,16,4.24,4319,423,10.63,237,46,36.22,0,0.0,1956,100.0,0,0.0,0,0.0,695,100.0,0,0.0,0,0.0,502,18.94,90,84.91,412,16.19,0,0.0,364,18.76,90,100.0,48,7.93,3997,1368,34.23,55,1.38,1098,27.47,80,2.0,281,7.03,177,4.43,70303.0,30610.0,71615.0,46012.0,77885.0,173177.0,4319,3555,423,341,97,2.73,0,0.0,38,11.14,401,11.28,0,0.0,116,34.02,1113,31.31,36,8.51,166,48.68,1944,54.68,387,91.49,21,6.16,79217.0,,35221.0,47024.0,69010.0,103444.0,8848209.234375,13048.3583872842
14645,48439113951,48,439,113951,Census Tract 1139.51,48439,,,49995.0,28.72,1741,953,54.74,661,37.97,127,7.29,76,13,17.11,63,82.89,3876,304,7.84,262,86.18,42,13.82,83634.0,156132400.0,87195.0,55375.0,118,7.23,60,3.67,127,7.78,248,15.19,97,5.94,98,6.0,301,18.43,186,11.39,129,7.9,269,16.47,2044,140,6.85,306,82,29.5,1828,58,3.62,775,0,0.0,41,2.51,789,100.0,0,0.0,0,0.0,803,95.14,23,2.73,18,2.13,481,29.45,218,100.0,263,20.08,50,100.0,154,20.84,168,100.0,109,19.09,1904,616,32.35,173,9.09,603,31.67,170,8.93,96,5.04,106,5.57,60705.0,,37321.0,52321.0,68427.0,89131.0,1828,1543,58,227,89,5.77,0,0.0,0,0.0,236,15.29,15,25.86,30,13.22,384,24.89,4,6.9,96,42.29,834,54.05,39,67.24,101,44.49,90225.0,,,62614.0,49464.0,49464.0,3964150.76171875,10887.5350590989
14646,48439113925,48,439,113925,Census Tract 1139.25,48439,,,55560.0,26.24,2117,1057,49.93,1000,47.24,60,2.83,41,41,100.0,0,0.0,4070,184,4.52,169,91.85,15,8.15,74778.0,124544200.0,82955.0,63929.0,13,0.91,24,1.68,105,7.36,41,2.88,189,13.25,345,24.19,165,11.57,257,18.02,174,12.2,113,7.92,2551,89,3.49,186,42,24.85,2543,47,2.12,495,0,0.0,10,0.7,1233,99.2,0,0.0,10,0.8,183,100.0,0,0.0,0,0.0,215,15.08,87,61.27,128,9.97,76,58.02,100,8.99,11,100.0,28,16.28,2462,410,16.65,415,16.86,589,23.92,158,6.42,211,8.57,218,8.85,40916.0,,24781.0,48665.0,52644.0,75250.0,2543,2170,47,326,184,8.48,0,0.0,93,28.53,663,30.55,0,0.0,76,23.31,914,42.12,18,38.3,108,33.13,409,18.85,29,61.7,49,15.03,65518.0,60978.0,34348.0,42961.0,51732.0,51982.0,2077568.31640625,7026.56425125141
14647,48439114111,48,439,114111,Census Tract 1141.11,48439,,,34695.0,37.11,935,215,22.99,526,56.26,194,20.75,32,0,0.0,32,100.0,1725,156,9.04,81,51.92,75,48.08,134063.0,84415800.0,179003.0,,82,12.13,39,5.77,0,0.0,112,16.57,25,3.7,0,0.0,24,3.55,0,0.0,96,14.2,298,44.08,982,23,2.34,97,0,0.0,916,23,2.77,276,0,0.0,0,0.0,594,100.0,0,0.0,0,0.0,82,100.0,0,0.0,0,0.0,207,30.62,71,86.59,136,24.5,0,0.0,136,24.5,71,86.59,0,0.0,959,171,17.83,90,9.38,224,23.36,127,13.24,16,1.67,0,0.0,87542.0,,125646.0,89125.0,60117.0,64355.0,916,807,23,86,49,6.07,0,0.0,0,0.0,132,16.36,23,100.0,0,0.0,283,35.07,0,0.0,86,100.0,343,42.5,0,0.0,0,0.0,64677.0,,,127781.0,,,23752739.515625,26277.1118893347
14656,48439111553,48,439,111553,Census Tract 1115.53,48439,,,52365.0,23.63,2216,1493,67.37,575,25.95,148,6.68,177,0,0.0,177,100.0,4154,818,19.69,635,77.63,183,22.37,51120.0,109326600.0,51196.0,50313.0,201,11.53,171,9.81,155,8.89,198,11.36,295,16.92,247,14.17,224,12.85,17,0.98,108,6.2,127,7.29,2285,61,2.67,216,24,7.69,2337,32,1.74,357,5,3.7,109,6.25,454,97.84,10,2.16,0,0.0,1180,92.26,67,5.24,32,2.5,599,34.37,406,87.88,193,16.34,49,46.67,0,0.0,357,100.0,193,23.48,2224,495,22.26,240,10.79,494,22.21,2,0.09,135,6.07,164,7.37,35495.0,39063.0,33409.0,30804.0,37969.0,57869.0,2337,1806,32,471,69,3.82,18,56.25,73,15.5,430,23.81,5,15.63,102,21.66,685,37.93,0,0.0,170,36.09,622,34.44,9,28.13,126,26.75,52917.0,27455.0,70719.0,35563.0,24425.0,55057.0,3218604.95703125,8682.20574577509
14657,48439111024,48,439,111024,Census Tract 1110.24,48439,,,66190.0,28.49,2323,1232,53.03,858,36.93,233,10.03,33,17,51.52,16,48.48,5298,208,3.93,141,67.79,67,32.21,66911.0,125401500.0,67425.0,60417.0,77,4.86,103,6.51,0,0.0,167,10.55,128,8.09,434,27.42,404,25.52,79,4.99,65,4.11,126,7.96,3026,676,22.34,367,250,52.3,2845,426,17.18,544,0,0.0,0,0.0,1043,100.0,0,0.0,0,0.0,540,100.0,0,0.0,0,0.0,485,30.64,163,90.56,322,22.95,87,83.65,58,6.18,76,100.0,264,56.9,2350,336,14.3,565,24.04,418,17.79,82,3.49,136,5.79,56,2.38,40571.0,23862.0,41308.0,40117.0,47833.0,66477.0,2845,2053,426,366,292,14.22,0,0.0,0,0.0,523,25.47,211,49.53,69,18.85,523,25.47,49,11.5,220,60.11,715,34.83,166,38.97,77,21.04,52407.0,,,40508.0,95566.0,,2677180.609375,7158.9254273105
14658,48439106002,48,439,106002,Census Tract 1060.02,48439,,,39520.0,28.09,1407,686,48.76,623,44.28,98,6.97,90,64,71.11,26,28.89,3420,490,14.33,406,82.86,84,17.14,44676.0,63230800.0,46033.0,41940.0,61,5.12,159,13.34,235,19.71,152,12.75,160,13.42,109,9.14,196,16.44,83,6.96,24,2.01,13,1.09,1647,198,12.02,174,99,43.42,1780,99,7.47,680,0,0.0,88,7.38,785,96.67,27,3.33,0,0.0,319,83.95,61,16.05,0,0.0,265,22.23,228,50.11,37,5.08,138,37.81,9,2.01,90,100.0,28,9.96,1449,301,20.77,172,11.87,365,25.19,36,2.48,87,6.0,90,6.21,31071.0,31097.0,30107.0,30947.0,56295.0,,1780,1226,99,455,284,23.16,14,14.14,134,29.45,322,26.26,75,75.76,217,47.69,559,45.6,10,10.1,78,17.14,61,4.98,0,0.0,26,5.71,31911.0,,,31833.0,42802.0,,20037478.7617188,18153.2289271856
14659,48439113510,48,439,113510,Census Tract 1135.10,48439,,,75120.0,23.59,3185,2140,67.19,980,30.77,65,2.04,94,48,51.06,46,48.94,6254,769,12.3,427,55.53,342,44.47,61023.0,241660700.0,72400.0,43712.0,335,12.57,203,7.62,271,10.17,231,8.67,288,10.81,203,7.62,149,5.59,288,10.81,188,7.05,509,19.1,3781,300,7.93,207,0,0.0,3918,300,8.99,828,0,0.0,25,0.94,1274,99.61,0,0.0,5,0.39,1366,98.56,20,1.44,0,0.0,1117,41.91,762,95.37,355,19.19,307,89.24,209,22.35,455,100.0,146,15.96,3481,1079,31.0,219,6.29,782,22.46,149,4.28,268,7.7,206,5.92,49367.0,24574.0,51200.0,44405.0,52438.0,,3918,3036,300,582,360,11.86,0,0.0,64,11.0,591,19.47,9,3.0,180,30.93,890,29.31,15,5.0,150,25.77,1195,39.36,276,92.0,188,32.3,65368.0,43558.0,17054.0,43068.0,56786.0,86964.0,4217883.77734375,8065.723448087
14660,48439111530,48,439,111530,Census Tract 1115.30,48439,,,86680.0,28.62,3029,1599,52.79,1156,38.16,274,9.05,51,16,31.37,35,68.63,5600,220,3.93,138,62.73,82,37.27,98721.0,282472000.0,114100.0,61016.0,113,5.12,47,2.13,100,4.53,63,2.86,178,8.07,192,8.7,432,19.58,248,11.24,191,8.66,642,29.1,3247,12,0.37,308,0,0.0,2864,12,0.51,1241,0,0.0,10,0.45,1883,100.0,0,0.0,0,0.0,313,96.9,0,0.0,10,3.1,454,20.58,194,87.78,260,13.36,99,78.57,130,7.4,95,100.0,130,68.78,3235,1038,32.09,72,2.23,776,23.99,157,4.85,145,4.48,173,5.35,57585.0,65588.0,,47298.0,59318.0,92872.0,2864,2352,12,500,42,1.79,0,0.0,64,12.8,229,9.74,0,0.0,150,30.0,857,36.44,12,100.0,64,12.8,1224,52.04,0,0.0,222,44.4,84397.0,,16184.0,43487.0,67500.0,71591.0,7197760.4375,11438.3039937516
14667,48439106509,48,439,106509,Census Tract 1065.09,48439,,,93700.0,31.19,3004,1477,49.17,1281,42.64,246,8.19,20,0,0.0,20,100.0,5766,162,2.81,44,27.16,118,72.84,89311.0,238839200.0,115163.0,45724.0,133,6.1,23,1.06,157,7.21,172,7.89,249,11.43,144,6.61,273,12.53,274,12.57,167,7.66,587,26.94,3542,117,3.3,241,12,2.7,3389,95,3.2,395,10,7.58,56,2.57,1126,100.0,0,0.0,0,0.0,997,94.68,56,5.32,0,0.0,579,26.57,250,79.87,329,17.63,31,53.45,182,17.04,219,85.88,147,18.42,3425,1136,33.17,220,6.42,818,23.88,86,2.51,229,6.69,212,6.19,62323.0,34184.0,39333.0,63828.0,55515.0,86181.0,3389,2870,95,424,213,7.42,0,0.0,49,11.56,253,8.82,15,15.79,72,16.98,1159,40.38,69,72.63,219,51.65,1245,43.38,11,11.58,84,19.81,83919.0,,40563.0,38393.0,63125.0,42303.0,23452361.3828125,25810.9178246826
14668,48439113916,48,439,113916,Census Tract 1139.16,48439,,,57695.0,28.72,2009,1158,57.64,687,34.2,164,8.16,55,20,36.36,35,63.64,4152,278,6.7,122,43.88,156,56.12,64349.0,120565500.0,70833.0,57847.0,157,9.23,30,1.76,131,7.7,201,11.82,249,14.64,236,13.87,338,19.87,206,12.11,70,4.12,83,4.88,2369,166,7.01,252,61,28.91,2496,94,4.54,427,11,12.64,19,1.12,890,97.91,19,2.09,0,0.0,792,100.0,0,0.0,0,0.0,624,36.68,276,94.85,348,25.16,59,79.73,108,13.37,217,100.0,240,41.74,2203,608,27.6,56,2.54,640,29.05,64,2.91,100,4.54,115,5.22,39877.0,40360.0,32147.0,37632.0,57583.0,65682.0,2496,1977,94,425,114,5.77,9,9.57,21,4.94,516,26.1,65,69.15,160,37.65,829,41.93,20,21.28,86,20.24,518,26.2,0,0.0,158,37.18,54784.0,,,38000.0,29688.0,,2622807.63671875,7329.20855769707
14669,48439110206,48,439,110206,Census Tract 1102.06,48439,,,28960.0,25.4,1140,699,61.32,373,32.72,68,5.96,175,140,80.0,35,20.0,2768,917,33.13,888,96.84,29,3.16,51378.0,49602900.0,51154.0,40726.0,91,11.38,136,17.0,33,4.13,73,9.13,130,16.25,75,9.38,99,12.38,92,11.5,16,2.0,55,6.88,1299,96,7.39,215,22,17.32,1360,74,6.7,176,0,0.0,60,7.5,661,91.68,60,8.32,0,0.0,79,100.0,0,0.0,0,0.0,409,51.13,232,89.23,177,32.78,197,87.56,141,28.43,35,100.0,36,81.82,1203,172,14.3,286,23.77,190,15.79,13,1.08,195,16.21,195,16.21,27199.0,18375.0,25648.0,41169.0,83750.0,,1360,1031,74,255,312,30.26,0,0.0,32,12.55,371,35.98,51,68.92,145,56.86,250,24.25,23,31.08,78,30.59,98,9.51,0,0.0,0,0.0,70917.0,,,26782.0,17481.0,17893.0,3774822.26171875,9140.02011475323
14670,48439113811,48,439,113811,Census Tract 1138.11,48439,,,57335.0,26.58,2157,1281,59.39,800,37.09,76,3.52,59,20,33.9,39,66.1,3958,416,10.51,322,77.4,94,22.6,72717.0,126987400.0,85179.0,60583.0,35,2.21,20,1.26,186,11.76,139,8.79,152,9.61,301,19.03,457,28.89,154,9.73,45,2.84,93,5.88,2377,39,1.64,120,0,0.0,2312,39,1.99,563,0,0.0,69,4.36,731,95.93,24,3.15,7,0.92,782,95.37,38,4.63,0,0.0,302,19.09,172,83.5,130,9.69,44,56.41,70,10.23,128,100.0,60,9.13,2338,353,15.1,176,7.53,657,28.1,120,5.13,196,8.38,216,9.24,40280.0,35472.0,35570.0,43750.0,42118.0,55625.0,2312,1925,39,348,145,7.53,0,0.0,187,53.74,611,31.74,29,74.36,49,14.08,850,44.16,10,25.64,85,24.43,319,16.57,0,0.0,27,7.76,50280.0,,42727.0,32917.0,43913.0,50433.0,4360374.12890625,10191.350034749
14671,48439100201,48,439,100201,Census Tract 1002.01,48439,,,68545.0,37.48,1829,993,54.29,500,27.34,336,18.37,316,19,6.01,297,93.99,5184,1452,28.01,1428,98.35,24,1.65,37446.0,55291600.0,38625.0,21639.0,299,22.57,193,14.57,58,4.38,289,21.81,142,10.72,215,16.23,68,5.13,38,2.87,15,1.13,8,0.6,1958,36,1.84,393,0,0.0,2288,36,2.12,257,0,0.0,194,14.64,442,81.55,54,9.96,46,8.49,689,87.99,74,9.45,20,2.55,642,48.45,464,89.58,178,22.97,77,58.78,49,12.16,387,100.0,129,34.68,1922,142,7.39,525,27.32,351,18.26,68,3.54,368,19.15,176,9.16,27509.0,29440.0,28097.0,,,,2288,1663,36,589,718,43.17,0,0.0,451,76.57,541,32.53,26,72.22,47,7.98,374,22.49,10,27.78,33,5.6,30,1.8,0,0.0,58,9.85,39435.0,,,32819.0,33029.0,,3047966.53515625,7424.34025804875
14672,48439110301,48,439,110301,Census Tract 1103.01,48439,,,51520.0,31.72,1624,1046,64.41,356,21.92,222,13.67,119,75,63.03,44,36.97,3487,665,19.07,461,69.32,204,30.68,44795.0,55239300.0,49651.0,30711.0,178,16.42,58,5.35,157,14.48,154,14.21,217,20.02,100,9.23,114,10.52,52,4.8,49,4.52,5,0.46,1806,132,7.31,229,86,20.98,1699,46,3.57,475,0,0.0,139,12.82,615,90.84,62,9.16,0,0.0,330,81.08,77,18.92,0,0.0,337,31.09,264,67.18,73,10.56,58,33.72,65,12.87,206,93.21,8,4.3,1674,206,12.31,342,20.43,335,20.01,86,5.14,173,10.33,194,11.59,25920.0,19553.0,25727.0,31283.0,,,1699,1241,46,412,386,31.1,0,0.0,149,36.17,429,34.57,0,0.0,197,47.82,267,21.51,38,82.61,57,13.83,159,12.81,8,17.39,9,2.18,65875.0,,24609.0,31300.0,29028.0,37679.0,9030748.87109375,13402.977783267
14677,48439105206,48,439,105206,Census Tract 1052.06,48439,,,27430.0,27.85,985,549,55.74,369,37.46,67,6.8,37,0,0.0,37,100.0,2349,442,18.82,75,16.97,367,83.03,38341.0,49449800.0,33510.0,38009.0,187,15.73,196,16.48,157,13.2,241,20.27,128,10.77,105,8.83,117,9.84,29,2.44,29,2.44,0,0.0,1079,14,1.3,57,0,0.0,1278,14,2.07,336,0,0.0,44,3.7,195,100.0,0,0.0,0,0.0,950,95.57,15,1.51,29,2.92,445,37.43,445,89.36,0,0.0,23,100.0,0,0.0,422,88.84,0,0.0,1065,215,20.19,80,7.51,201,18.87,0,0.0,164,15.4,42,3.94,32163.0,31250.0,40282.0,44663.0,,,1278,663,14,601,39,5.88,0,0.0,30,4.99,201,30.32,0,0.0,220,36.61,331,49.92,14,100.0,162,26.96,92,13.88,0,0.0,189,31.45,44615.0,,,31779.0,61047.0,,908062.26171875,4536.22857178066
14678,48439111563,48,439,111563,Census Tract 1115.63,48439,,,70900.0,31.12,2278,934,41.0,1018,44.69,326,14.31,0,0,0.0,0,0.0,4354,22,0.51,22,100.0,0,0.0,104663.0,160192100.0,120846.0,87979.0,0,0.0,18,1.43,0,0.0,55,4.38,61,4.86,100,7.96,278,22.13,211,16.8,105,8.36,428,34.08,2566,149,5.81,275,51,17.29,2406,87,4.02,401,11,10.38,26,2.07,1164,97.82,26,2.18,0,0.0,66,100.0,0,0.0,0,0.0,206,16.4,18,100.0,188,15.19,0,0.0,158,13.28,18,100.0,30,62.5,2417,615,25.44,337,13.94,546,22.59,100,4.14,54,2.23,197,8.15,53491.0,44688.0,,53078.0,53750.0,77378.0,2406,2078,87,241,142,6.83,0,0.0,0,0.0,496,23.87,77,88.51,30,12.45,847,40.76,0,0.0,128,53.11,593,28.54,10,11.49,83,34.44,76250.0,54825.0,95109.0,53220.0,,,5042883.20703125,9314.37335915463
14679,48439111029,48,439,111029,Census Tract 1110.29,48439,,,88490.0,31.4,2818,1142,40.53,1394,49.47,282,10.01,15,0,0.0,15,100.0,7254,143,1.97,91,63.64,52,36.36,89121.0,200332800.0,88460.0,,31,1.53,273,13.45,73,3.6,77,3.79,99,4.88,240,11.83,496,24.45,199,9.81,237,11.68,304,14.98,3085,42,1.36,563,0,0.0,3136,42,1.63,836,0,0.0,88,4.34,1643,100.0,0,0.0,0,0.0,298,77.2,88,22.8,0,0.0,799,39.38,362,100.0,437,26.52,278,100.0,337,24.69,84,100.0,100,35.34,3043,885,29.08,301,9.89,781,25.67,166,5.46,213,7.0,207,6.8,52500.0,50201.0,40164.0,50800.0,56738.0,82824.0,3136,2542,42,552,103,4.05,0,0.0,32,5.8,508,19.98,0,0.0,138,25.0,839,33.01,11,26.19,300,54.35,1092,42.96,31,73.81,82,14.86,66861.0,55720.0,32500.0,37917.0,41908.0,41724.0,6091049.0234375,15811.8346804566
14680,48439106006,48,439,106006,Census Tract 1060.06,48439,,,84580.0,35.11,2409,1255,52.1,654,27.15,500,20.76,281,38,13.52,243,86.48,5447,674,12.37,564,83.68,110,16.32,50389.0,127901500.0,54063.0,34000.0,291,16.68,83,4.76,204,11.69,111,6.36,354,20.29,101,5.79,136,7.79,191,10.95,135,7.74,139,7.97,2682,117,4.36,249,57,14.29,2658,60,2.83,576,0,0.0,85,4.87,899,95.84,25,2.67,14,1.49,761,94.3,46,5.7,0,0.0,704,40.34,515,90.51,189,16.2,113,67.66,157,20.6,402,100.0,32,7.9,2565,594,23.16,452,17.62,534,20.82,157,6.12,320,12.48,36,1.4,39327.0,30743.0,25288.0,46250.0,55327.0,53333.0,2658,2059,60,539,388,18.84,0,0.0,163,30.24,625,30.35,16,26.67,274,50.83,634,30.79,44,73.33,49,9.09,412,20.01,0,0.0,53,9.83,52099.0,38700.0,27156.0,50226.0,37667.0,,3075134.41796875,7638.24100474458
14681,48439105706,48,439,105706,Census Tract 1057.06,48439,,,62655.0,32.18,1947,851,43.71,738,37.9,358,18.39,78,0,0.0,78,100.0,4107,461,11.22,395,85.68,66,14.32,56557.0,71627300.0,57193.0,42917.0,98,8.67,63,5.58,170,15.04,37,3.27,271,23.98,158,13.98,167,14.78,91,8.05,15,1.33,60,5.31,2310,342,14.81,119,141,28.89,2169,201,11.56,344,0,0.0,27,2.39,890,97.06,27,2.94,0,0.0,213,100.0,0,0.0,0,0.0,352,31.15,307,92.75,45,5.63,185,88.52,16,2.26,122,100.0,29,31.87,1968,224,11.38,140,7.11,415,21.09,41,2.08,240,12.2,210,10.67,31451.0,19743.0,30932.0,34541.0,37854.0,75402.0,2169,1538,201,430,234,15.21,81,40.3,153,35.58,512,33.29,60,29.85,55,12.79,382,24.84,0,0.0,157,36.51,410,26.66,60,29.85,65,15.12,45066.0,,,38792.0,30996.0,,2201340.80078125,6427.70031273925
14682,48439113956,48,439,113956,Census Tract 1139.56,48439,,,46750.0,30.68,1524,695,45.6,757,49.67,72,4.72,14,14,100.0,0,0.0,5648,61,1.08,33,54.1,28,45.9,228958.0,478503400.0,246278.0,,14,0.88,24,1.51,88,5.55,0,0.0,37,2.33,32,2.02,317,19.97,20,1.26,59,3.72,996,62.76,2117,17,0.8,409,0,0.0,2477,17,0.97,1020,0,0.0,17,1.07,1477,98.86,0,0.0,17,1.14,93,100.0,0,0.0,0,0.0,216,13.61,112,100.0,104,7.22,47,100.0,104,7.26,65,100.0,0,0.0,2100,1206,57.43,76,3.62,503,23.95,0,0.0,34,1.62,7,0.33,101152.0,,,86683.0,150097.0,164531.0,2477,1736,17,724,17,0.98,0,0.0,11,1.52,209,12.04,0,0.0,72,9.94,308,17.74,17,100.0,166,22.93,1202,69.24,0,0.0,475,65.61,163803.0,,,,,,13983553.9179688,14730.9046997267
14689,48439110104,48,439,110104,Census Tract 1101.04,48439,,,38325.0,23.3,1645,1077,65.47,517,31.43,51,3.1,66,13,19.7,53,80.3,3106,345,11.11,292,84.64,53,15.36,46676.0,81651600.0,66711.0,29375.0,132,10.3,197,15.38,113,8.82,169,13.19,158,12.33,65,5.07,143,11.16,154,12.02,36,2.81,114,8.9,1819,47,2.58,42,47,15.67,1882,0,0.0,248,0,0.0,111,8.67,381,100.0,0,0.0,0,0.0,789,87.67,95,10.56,16,1.78,257,20.06,210,50.72,47,5.82,36,100.0,47,14.2,174,46.03,0,0.0,1772,130,7.34,254,14.33,381,21.5,236,13.32,63,3.56,147,8.3,35865.0,24300.0,27587.0,44055.0,66579.0,,1882,1466,0,416,224,15.28,0,0.0,230,55.29,588,40.11,0,0.0,113,27.16,498,33.97,0,0.0,59,14.18,156,10.64,0,0.0,14,3.37,66546.0,,29564.0,47771.0,,,2653892.88671875,9125.80139615375
